maf	n	A_TP	A_FP	A_TN	A_FN	Ab_TP	Ab_FP	Ab_TN	Ab_FN	S_TP	S_FP	S_TN	S_FN	Sb_TP	Sb_FP	Sb_TN	Sb_FN
3	50	2	9910	585640	9	33	3210	592340	17	4	9899	585651	1	2	3210	592340	3
3	100	2	9910	585640	9	33	3210	592340	17	4	9900	585650	1	2	3211	592339	3
3	500	2	9910	585640	9	33	3210	592340	17	3	9900	585650	2	2	3213	592337	3
3	5000	2	9910	585640	9	33	3210	592340	17	3	9895	585655	2	2	3229	592321	3
3	10000	2	9910	585640	9	33	3210	592340	17	3	9889	585661	2	2	3245	592305	3
4	0	5	9910	585640	9	33	3210	592340	17	5	9899	585651	0	5	3210	592340	0
4	10	5	9910	585640	9	33	3210	592340	17	5	9900	585650	0	5	3210	592340	0
4	50	5	9910	585640	9	33	3210	592340	17	5	9899	585651	0	5	3210	592340	0
4	100	5	9910	585640	9	33	3210	592340	17	5	9900	585650	0	5	3211	592339	0
4	500	5	9910	585640	9	33	3210	592340	17	5	9901	585649	0	5	3213	592337	0
4	5000	5	9910	585640	9	33	3210	592340	17	5	9897	585653	0	5	3231	592319	0
4	10000	5	9910	585640	9	33	3210	592340	17	5	9907	585643	0	5	3252	592298	0
5	0	5	9910	585640	9	33	3210	592340	17	5	9899	585651	0	5	3210	592340	0
5	10	5	9910	585640	9	33	3210	592340	17	5	9900	585650	0	5	3212	592338	0
5	50	5	9910	585640	9	33	3210	592340	17	5	9900	585650	0	5	3210	592340	0
5	100	5	9910	585640	9	33	3210	592340	17	5	9899	585651	0	5	3212	592338	0
5	500	5	9910	585640	9	33	3210	592340	17	5	9899	585651	0	5	3212	592338	0
5	5000	5	9910	585640	9	33	3210	592340	17	5	9896	585654	0	4	3231	592319	1
5	10000	5	9910	585640	9	33	3210	592340	17	5	9901	585649	0	4	3245	592305	1
6	0	5	9910	585640	9	33	3210	592340	17	5	9899	585651	0	5	3210	592340	0
6	10	5	9910	585640	9	33	3210	592340	17	5	9899	585651	0	5	3210	592340	0
6	50	5	9910	585640	9	33	3210	592340	17	5	9899	585651	0	5	3211	592339	0
6	100	5	9910	585640	9	33	3210	592340	17	5	9901	585649	0	5	3213	592337	0
6	500	5	9910	585640	9	33	3210	592340	17	5	9899	585651	0	5	3214	592336	0
6	5000	5	9910	585640	9	33	3210	592340	17	5	9893	585657	0	5	3230	592320	0
6	10000	5	9910	585640	9	33	3210	592340	17	5	9897	585653	0	5	3243	592307	0
7	0	5	9910	585640	9	33	3210	592340	17	5	9899	585651	0	5	3210	592340	0
7	10	5	9910	585640	9	33	3210	592340	17	5	9899	585651	0	5	3210	592340	0
7	50	5	9910	585640	9	33	3210	592340	17	5	9899	585651	0	5	3210	592340	0
7	100	5	9910	585640	9	33	3210	592340	17	5	9901	585649	0	5	3213	592337	0
7	500	5	9910	585640	9	33	3210	592340	17	5	9900	585650	0	5	3213	592337	0
7	5000	5	9910	585640	9	33	3210	592340	17	5	9894	585656	0	4	3228	592322	1
7	10000	5	9910	585640	9	33	3210	592340	17	5	9899	585651	0	4	3244	592306	1
8	0	4	9910	585640	9	33	3210	592340	17	5	9899	585651	0	4	3210	592340	1
8	10	4	9910	585640	9	33	3210	592340	17	4	9899	585651	1	4	3210	592340	1
8	50	4	9910	585640	9	33	3210	592340	17	4	9899	585651	1	4	3210	592340	1
8	100	4	9910	585640	9	33	3210	592340	17	4	9901	585649	1	4	3212	592338	1
8	500	4	9910	585640	9	33	3210	592340	17	4	9903	585647	1	4	3215	592335	1
8	5000	4	9910	585640	9	33	3210	592340	17	4	9896	585654	1	4	3228	592322	1
8	10000	4	9910	585640	9	33	3210	592340	17	4	9900	585650	1	4	3240	592310	1
9	0	5	9910	585640	9	33	3210	592340	17	5	9899	585651	0	5	3210	592340	0
9	10	5	9910	585640	9	33	3210	592340	17	5	9900	585650	0	5	3210	592340	0
9	50	5	9910	585640	9	33	3210	592340	17	5	9899	585651	0	5	3212	592338	0
9	100	5	9910	585640	9	33	3210	592340	17	5	9900	585650	0	5	3211	592339	0
9	500	5	9910	585640	9	33	3210	592340	17	5	9905	585645	0	4	3213	592337	1
9	5000	5	9910	585640	9	33	3210	592340	17	5	9898	585652	0	4	3224	592326	1
9	10000	5	9910	585640	9	33	3210	592340	17	5	9896	585654	0	3	3238	592312	2
10	0	41	9910	585640	9	33	3210	592340	17	48	9899	585651	2	42	3210	592340	8
10	10	41	9910	585640	9	33	3210	592340	17	48	9899	585651	2	41	3210	592340	9
10	50	41	9910	585640	9	33	3210	592340	17	47	9902	585648	3	40	3210	592340	10
10	100	41	9910	585640	9	33	3210	592340	17	46	9901	585649	4	40	3212	592338	10
10	500	41	9910	585640	9	33	3210	592340	17	45	9902	585648	5	39	3212	592338	11
10	5000	40	9910	585640	9	33	3210	592340	17	45	9906	585644	6	37	3236	592314	14
10	10000	41	9910	585640	9	33	3210	592340	17	43	9913	585637	7	35	3247	592303	15
0	0	1	8842	586708	13	28	3245	592305	22	3	8838	586712	2	2	3245	592305	3
0	10	1	8842	586708	13	28	3245	592305	22	2	8838	586712	3	2	3246	592304	3
0	50	1	8842	586708	13	28	3245	592305	22	2	8838	586712	3	1	3245	592305	4
0	100	1	8842	586708	13	28	3245	592305	22	2	8838	586712	3	1	3248	592302	4
0	500	1	8842	586708	13	28	3245	592305	22	1	8838	586712	4	1	3247	592303	4
0	5000	1	8842	586708	13	28	3245	592305	22	1	8836	586714	4	0	3262	592288	5
0	10000	1	8842	586708	13	28	3245	592305	22	1	8833	586717	4	0	3279	592271	5
0	0	1	6791	588759	17	27	3274	592276	23	1	6782	588768	4	1	3274	592276	4
1	0	3	8842	586708	13	28	3245	592305	22	4	8838	586712	1	4	3245	592305	1
1	10	3	8842	586708	13	28	3245	592305	22	4	8838	586712	1	4	3245	592305	1
0	10	1	6791	588759	17	27	3274	592276	23	1	6782	588768	4	1	3274	592276	4
1	50	3	8842	586708	13	28	3245	592305	22	4	8838	586712	1	4	3245	592305	1
0	50	1	6791	588759	17	27	3274	592276	23	1	6783	588767	4	1	3275	592275	4
1	100	3	8842	586708	13	28	3245	592305	22	4	8838	586712	1	3	3246	592304	2
0	100	1	6791	588759	17	27	3274	592276	23	1	6783	588767	4	1	3274	592276	4
1	500	3	8842	586708	13	28	3245	592305	22	4	8836	586714	1	2	3251	592299	3
0	500	1	6791	588759	17	27	3274	592276	23	1	6784	588766	4	1	3277	592273	4
1	5000	3	8842	586708	13	28	3245	592305	22	4	8833	586717	1	2	3264	592286	3
0	5000	1	6791	588759	17	27	3274	592276	23	1	6784	588766	4	1	3280	592270	4
1	10000	3	8842	586708	13	28	3245	592305	22	4	8840	586710	1	2	3278	592272	3
0	10000	1	6791	588759	17	27	3274	592276	23	1	6782	588768	4	1	3292	592258	4
2	0	2	8842	586708	13	28	3245	592305	22	3	8838	586712	2	2	3245	592305	3
1	0	4	6791	588759	17	27	3274	592276	23	5	6782	588768	0	4	3274	592276	1
2	10	2	8842	586708	13	28	3245	592305	22	2	8838	586712	3	2	3245	592305	3
1	10	4	6791	588759	17	27	3274	592276	23	4	6782	588768	1	4	3274	592276	1
2	50	2	8842	586708	13	28	3245	592305	22	2	8839	586711	3	2	3245	592305	3
1	50	4	6791	588759	17	27	3274	592276	23	4	6782	588768	1	4	3275	592275	1
2	100	2	8842	586708	13	28	3245	592305	22	2	8838	586712	3	2	3245	592305	3
1	100	4	6791	588759	17	27	3274	592276	23	4	6784	588766	1	4	3275	592275	1
2	500	2	8842	586708	13	28	3245	592305	22	2	8838	586712	3	1	3246	592304	4
2	5000	2	8842	586708	13	28	3245	592305	22	2	8834	586716	3	1	3267	592283	4
1	500	4	6791	588759	17	27	3274	592276	23	4	6782	588768	1	3	3278	592272	2
2	10000	2	8842	586708	13	28	3245	592305	22	2	8831	586719	3	1	3276	592274	4
1	5000	4	6791	588759	17	27	3274	592276	23	4	6784	588766	1	3	3284	592266	2
3	0	5	8842	586708	13	28	3245	592305	22	5	8838	586712	0	5	3245	592305	0
1	10000	4	6791	588759	17	27	3274	592276	23	4	6784	588766	1	3	3295	592255	2
3	10	5	8842	586708	13	28	3245	592305	22	5	8838	586712	0	5	3245	592305	0
2	0	2	6791	588759	17	27	3274	592276	23	3	6782	588768	2	2	3274	592276	3
3	50	5	8842	586708	13	28	3245	592305	22	5	8836	586714	0	5	3246	592304	0
2	10	2	6791	588759	17	27	3274	592276	23	2	6782	588768	3	2	3274	592276	3
3	100	5	8842	586708	13	28	3245	592305	22	5	8839	586711	0	5	3245	592305	0
2	50	2	6791	588759	17	27	3274	592276	23	2	6783	588767	3	2	3274	592276	3
3	500	5	8842	586708	13	28	3245	592305	22	5	8836	586714	0	5	3249	592301	0
2	100	2	6791	588759	17	27	3274	592276	23	2	6782	588768	3	2	3274	592276	3
3	5000	5	8842	586708	13	28	3245	592305	22	5	8833	586717	0	5	3264	592286	0
2	500	2	6791	588759	17	27	3274	592276	23	2	6782	588768	3	2	3275	592275	3
3	10000	5	8842	586708	13	28	3245	592305	22	5	8830	586720	0	5	3273	592277	0
2	5000	2	6791	588759	17	27	3274	592276	23	2	6787	588763	3	2	3284	592266	3
4	0	5	8842	586708	13	28	3245	592305	22	5	8838	586712	0	5	3245	592305	0
2	10000	2	6791	588759	17	27	3274	592276	23	2	6782	588768	3	2	3287	592263	3
4	10	5	8842	586708	13	28	3245	592305	22	5	8839	586711	0	5	3245	592305	0
3	0	3	6791	588759	17	27	3274	592276	23	5	6782	588768	0	5	3274	592276	0
4	50	5	8842	586708	13	28	3245	592305	22	5	8836	586714	0	5	3245	592305	0
3	10	3	6791	588759	17	27	3274	592276	23	5	6782	588768	0	3	3275	592275	2
3	50	3	6791	588759	17	27	3274	592276	23	3	6783	588767	2	3	3276	592274	2
4	100	5	8842	586708	13	28	3245	592305	22	5	8840	586710	0	5	3249	592301	0
3	100	3	6791	588759	17	27	3274	592276	23	3	6782	588768	2	3	3277	592273	2
4	500	5	8842	586708	13	28	3245	592305	22	5	8836	586714	0	5	3250	592300	0
4	5000	5	8842	586708	13	28	3245	592305	22	5	8832	586718	0	5	3263	592287	0
3	500	3	6791	588759	17	27	3274	592276	23	3	6783	588767	2	3	3277	592273	2
4	10000	5	8842	586708	13	28	3245	592305	22	5	8827	586723	0	4	3272	592278	1
3	5000	3	6791	588759	17	27	3274	592276	23	3	6782	588768	2	2	3286	592264	3
5	0	5	8842	586708	13	28	3245	592305	22	5	8838	586712	0	5	3245	592305	0
3	10000	3	6791	588759	17	27	3274	592276	23	3	6778	588772	2	2	3301	592249	3
4	0	4	6791	588759	17	27	3274	592276	23	5	6782	588768	0	4	3274	592276	1
5	10	5	8842	586708	13	28	3245	592305	22	5	8838	586712	0	5	3245	592305	0
4	10	4	6791	588759	17	27	3274	592276	23	4	6782	588768	1	4	3274	592276	1
5	50	5	8842	586708	13	28	3245	592305	22	5	8838	586712	0	5	3245	592305	0
4	50	4	6791	588759	17	27	3274	592276	23	4	6784	588766	1	4	3275	592275	1
5	100	5	8842	586708	13	28	3245	592305	22	5	8842	586708	0	5	3245	592305	0
5	500	5	8842	586708	13	28	3245	592305	22	5	8838	586712	0	5	3247	592303	0
4	100	4	6791	588759	17	27	3274	592276	23	4	6782	588768	1	4	3275	592275	1
5	5000	5	8842	586708	13	28	3245	592305	22	5	8839	586711	0	4	3264	592286	1
4	500	4	6791	588759	17	27	3274	592276	23	4	6783	588767	1	4	3276	592274	1
5	10000	5	8842	586708	13	28	3245	592305	22	5	8846	586704	0	4	3288	592262	1
4	5000	4	6791	588759	17	27	3274	592276	23	4	6785	588765	1	4	3282	592268	1
6	0	4	8842	586708	13	28	3245	592305	22	4	8838	586712	1	4	3245	592305	1
4	10000	4	6791	588759	17	27	3274	592276	23	4	6784	588766	1	4	3290	592260	1
6	10	4	8842	586708	13	28	3245	592305	22	4	8838	586712	1	4	3245	592305	1
5	0	2	6791	588759	17	27	3274	592276	23	3	6782	588768	2	2	3274	592276	3
6	50	4	8842	586708	13	28	3245	592305	22	4	8838	586712	1	4	3246	592304	1
5	10	2	6791	588759	17	27	3274	592276	23	2	6783	588767	3	2	3274	592276	3
6	100	4	8842	586708	13	28	3245	592305	22	4	8840	586710	1	4	3247	592303	1
5	50	2	6791	588759	17	27	3274	592276	23	2	6782	588768	3	2	3274	592276	3
5	100	2	6791	588759	17	27	3274	592276	23	2	6782	588768	3	2	3275	592275	3
6	500	4	8842	586708	13	28	3245	592305	22	4	8832	586718	1	4	3255	592295	1
6	5000	4	8842	586708	13	28	3245	592305	22	4	8828	586722	1	4	3263	592287	1
5	500	2	6791	588759	17	27	3274	592276	23	2	6783	588767	3	1	3275	592275	4
5	5000	2	6791	588759	17	27	3274	592276	23	2	6786	588764	3	1	3284	592266	4
6	10000	4	8842	586708	13	28	3245	592305	22	4	8826	586724	1	4	3280	592270	1
7	0	4	8842	586708	13	28	3245	592305	22	5	8838	586712	0	5	3245	592305	0
5	10000	2	6791	588759	17	27	3274	592276	23	2	6774	588776	3	1	3294	592256	4
6	0	4	6791	588759	17	27	3274	592276	23	4	6782	588768	1	4	3274	592276	1
7	10	4	8842	586708	13	28	3245	592305	22	5	8838	586712	0	4	3245	592305	1
7	50	4	8842	586708	13	28	3245	592305	22	4	8839	586711	1	4	3245	592305	1
6	10	4	6791	588759	17	27	3274	592276	23	4	6782	588768	1	4	3274	592276	1
6	50	4	6791	588759	17	27	3274	592276	23	4	6784	588766	1	4	3274	592276	1
7	100	4	8842	586708	13	28	3245	592305	22	4	8840	586710	1	4	3245	592305	1
7	500	4	8842	586708	13	28	3245	592305	22	4	8835	586715	1	4	3250	592300	1
6	100	4	6791	588759	17	27	3274	592276	23	4	6783	588767	1	4	3274	592276	1
0	0	1	5575	589975	18	24	2204	593346	26	4	5570	589980	1	2	2204	593346	3
7	5000	4	8842	586708	13	28	3245	592305	22	4	8835	586715	1	4	3263	592287	1
6	500	4	6791	588759	17	27	3274	592276	23	4	6782	588768	1	3	3274	592276	2
0	10	1	5575	589975	18	24	2204	593346	26	2	5570	589980	3	1	2204	593346	4
6	5000	4	6791	588759	17	27	3274	592276	23	4	6776	588774	1	3	3282	592268	2
7	10000	4	8842	586708	13	28	3245	592305	22	4	8834	586716	1	4	3285	592265	1
8	0	5	8842	586708	13	28	3245	592305	22	5	8838	586712	0	5	3245	592305	0
0	50	1	5575	589975	18	24	2204	593346	26	1	5570	589980	4	1	2205	593345	4
6	10000	4	6791	588759	17	27	3274	592276	23	4	6779	588771	1	3	3289	592261	2
8	10	5	8842	586708	13	28	3245	592305	22	5	8839	586711	0	5	3247	592303	0
7	0	4	6791	588759	17	27	3274	592276	23	4	6782	588768	1	4	3274	592276	1
0	100	1	5575	589975	18	24	2204	593346	26	1	5570	589980	4	1	2204	593346	4
8	50	5	8842	586708	13	28	3245	592305	22	5	8839	586711	0	5	3245	592305	0
7	10	4	6791	588759	17	27	3274	592276	23	4	6782	588768	1	4	3274	592276	1
0	500	1	5575	589975	18	24	2204	593346	26	1	5570	589980	4	1	2206	593344	4
8	100	5	8842	586708	13	28	3245	592305	22	5	8839	586711	0	5	3245	592305	0
7	50	4	6791	588759	17	27	3274	592276	23	4	6782	588768	1	4	3274	592276	1
0	5000	1	5575	589975	18	24	2204	593346	26	1	5577	589973	4	1	2213	593337	4
8	500	5	8842	586708	13	28	3245	592305	22	5	8838	586712	0	5	3250	592300	0
7	100	4	6791	588759	17	27	3274	592276	23	4	6782	588768	1	4	3275	592275	1
0	10000	1	5575	589975	18	24	2204	593346	26	1	5572	589978	4	1	2223	593327	4
8	5000	5	8842	586708	13	28	3245	592305	22	5	8838	586712	0	5	3258	592292	0
7	500	4	6791	588759	17	27	3274	592276	23	4	6782	588768	1	4	3277	592273	1
1	0	1	5575	589975	18	24	2204	593346	26	5	5570	589980	0	4	2204	593346	1
8	10000	5	8842	586708	13	28	3245	592305	22	5	8834	586716	0	5	3276	592274	0
7	5000	4	6791	588759	17	27	3274	592276	23	4	6780	588770	1	4	3289	592261	1
9	0	3	8842	586708	13	28	3245	592305	22	4	8838	586712	1	3	3245	592305	2
1	10	1	5575	589975	18	24	2204	593346	26	4	5571	589979	1	1	2205	593345	4
7	10000	4	6791	588759	17	27	3274	592276	23	4	6771	588779	1	4	3291	592259	1
9	10	3	8842	586708	13	28	3245	592305	22	4	8838	586712	1	3	3245	592305	2
1	50	1	5575	589975	18	24	2204	593346	26	1	5572	589978	4	1	2204	593346	4
8	0	4	6791	588759	17	27	3274	592276	23	5	6782	588768	0	4	3274	592276	1
9	50	3	8842	586708	13	28	3245	592305	22	3	8839	586711	2	3	3245	592305	2
1	100	1	5575	589975	18	24	2204	593346	26	1	5570	589980	4	1	2205	593345	4
8	10	4	6791	588759	17	27	3274	592276	23	4	6782	588768	1	4	3274	592276	1
9	100	3	8842	586708	13	28	3245	592305	22	3	8838	586712	2	3	3246	592304	2
1	500	1	5575	589975	18	24	2204	593346	26	1	5570	589980	4	1	2205	593345	4
8	50	4	6791	588759	17	27	3274	592276	23	4	6783	588767	1	4	3274	592276	1
9	500	3	8842	586708	13	28	3245	592305	22	3	8840	586710	2	3	3250	592300	2
1	5000	1	5575	589975	18	24	2204	593346	26	1	5572	589978	4	1	2217	593333	4
8	100	4	6791	588759	17	27	3274	592276	23	4	6785	588765	1	4	3275	592275	1
9	5000	3	8842	586708	13	28	3245	592305	22	3	8830	586720	2	3	3270	592280	2
1	10000	1	5575	589975	18	24	2204	593346	26	1	5579	589971	4	1	2221	593329	4
8	500	4	6791	588759	17	27	3274	592276	23	4	6784	588766	1	4	3276	592274	1
9	10000	3	8842	586708	13	28	3245	592305	22	3	8830	586720	2	3	3266	592284	2
2	0	5	5575	589975	18	24	2204	593346	26	5	5570	589980	0	5	2204	593346	0
8	5000	4	6791	588759	17	27	3274	592276	23	4	6782	588768	1	4	3282	592268	1
10	0	37	8842	586708	13	28	3245	592305	22	43	8838	586712	7	38	3245	592305	12
2	10	5	5575	589975	18	24	2204	593346	26	5	5570	589980	0	5	2204	593346	0
8	10000	4	6791	588759	17	27	3274	592276	23	4	6781	588769	1	4	3295	592255	1
10	10	37	8842	586708	13	28	3245	592305	22	43	8840	586710	7	37	3245	592305	13
2	50	5	5575	589975	18	24	2204	593346	26	5	5570	589980	0	5	2204	593346	0
9	0	5	6791	588759	17	27	3274	592276	23	5	6782	588768	0	5	3274	592276	0
10	50	37	8842	586708	13	28	3245	592305	22	43	8842	586708	7	37	3245	592305	13
2	100	5	5575	589975	18	24	2204	593346	26	5	5571	589979	0	5	2204	593346	0
9	10	5	6791	588759	17	27	3274	592276	23	5	6782	588768	0	5	3274	592276	0
10	100	37	8842	586708	13	28	3245	592305	22	42	8839	586711	8	37	3248	592302	13
2	500	5	5575	589975	18	24	2204	593346	26	5	5570	589980	0	4	2206	593344	1
2	5000	5	5575	589975	18	24	2204	593346	26	5	5574	589976	0	4	2211	593339	1
9	50	5	6791	588759	17	27	3274	592276	23	5	6783	588767	0	5	3275	592275	0
10	500	37	8842	586708	13	28	3245	592305	22	39	8841	586709	11	35	3246	592304	15
2	10000	5	5575	589975	18	24	2204	593346	26	5	5574	589976	0	4	2219	593331	1
9	100	5	6791	588759	17	27	3274	592276	23	5	6786	588764	0	5	3275	592275	0
10	5000	37	8842	586708	13	28	3245	592305	22	39	8839	586711	11	33	3267	592283	17
3	0	3	5575	589975	18	24	2204	593346	26	4	5570	589980	1	4	2204	593346	1
9	500	5	6791	588759	17	27	3274	592276	23	5	6784	588766	0	5	3275	592275	0
10	10000	36	8842	586708	13	28	3245	592305	22	39	8841	586709	12	33	3278	592272	18
3	10	3	5575	589975	18	24	2204	593346	26	4	5570	589980	1	3	2204	593346	2
9	5000	5	6791	588759	17	27	3274	592276	23	5	6783	588767	0	5	3280	592270	0
3	50	3	5575	589975	18	24	2204	593346	26	4	5571	589979	1	3	2204	593346	2
9	10000	5	6791	588759	17	27	3274	592276	23	5	6777	588773	0	5	3296	592254	0
3	100	3	5575	589975	18	24	2204	593346	26	3	5571	589979	2	3	2205	593345	2
10	0	33	6791	588759	17	27	3274	592276	23	41	6782	588768	9	33	3274	592276	17
3	500	3	5575	589975	18	24	2204	593346	26	3	5571	589979	2	3	2207	593343	2
10	10	33	6791	588759	17	27	3274	592276	23	41	6783	588767	9	33	3274	592276	17
3	5000	3	5575	589975	18	24	2204	593346	26	3	5579	589971	2	3	2211	593339	2
3	10000	3	5575	589975	18	24	2204	593346	26	3	5577	589973	2	3	2222	593328	2
10	50	33	6791	588759	17	27	3274	592276	23	37	6783	588767	13	33	3274	592276	17
4	0	4	5575	589975	18	24	2204	593346	26	5	5570	589980	0	4	2204	593346	1
10	100	33	6791	588759	17	27	3274	592276	23	36	6783	588767	14	33	3274	592276	17
10	500	33	6791	588759	17	27	3274	592276	23	33	6786	588764	17	30	3275	592275	20
4	10	4	5575	589975	18	24	2204	593346	26	4	5571	589979	1	4	2204	593346	1
4	50	4	5575	589975	18	24	2204	593346	26	4	5571	589979	1	4	2204	593346	1
10	5000	33	6791	588759	17	27	3274	592276	23	33	6784	588766	17	29	3289	592261	21
4	100	4	5575	589975	18	24	2204	593346	26	4	5572	589978	1	4	2205	593345	1
10	10000	33	6791	588759	17	27	3274	592276	23	33	6786	588764	17	29	3296	592254	21
4	500	4	5575	589975	18	24	2204	593346	26	4	5572	589978	1	4	2208	593342	1
4	5000	4	5575	589975	18	24	2204	593346	26	4	5573	589977	1	3	2213	593337	2
4	10000	4	5575	589975	18	24	2204	593346	26	4	5575	589975	1	3	2226	593324	2
5	0	3	5575	589975	18	24	2204	593346	26	5	5570	589980	0	5	2204	593346	0
5	10	3	5575	589975	18	24	2204	593346	26	5	5570	589980	0	5	2204	593346	0
5	50	3	5575	589975	18	24	2204	593346	26	5	5570	589980	0	5	2204	593346	0
5	100	3	5575	589975	18	24	2204	593346	26	5	5570	589980	0	3	2204	593346	2
5	500	3	5575	589975	18	24	2204	593346	26	5	5571	589979	0	3	2204	593346	2
5	5000	3	5575	589975	18	24	2204	593346	26	5	5571	589979	0	3	2213	593337	2
5	10000	3	5575	589975	18	24	2204	593346	26	5	5576	589974	0	3	2226	593324	2
6	0	3	5575	589975	18	24	2204	593346	26	3	5570	589980	2	3	2204	593346	2
6	10	3	5575	589975	18	24	2204	593346	26	3	5570	589980	2	3	2204	593346	2
6	50	3	5575	589975	18	24	2204	593346	26	3	5571	589979	2	3	2205	593345	2
6	100	3	5575	589975	18	24	2204	593346	26	3	5570	589980	2	3	2205	593345	2
6	500	3	5575	589975	18	24	2204	593346	26	3	5571	589979	2	2	2206	593344	3
6	5000	3	5575	589975	18	24	2204	593346	26	3	5573	589977	2	2	2210	593340	3
6	10000	3	5575	589975	18	24	2204	593346	26	3	5570	589980	2	2	2218	593332	3
7	0	5	5575	589975	18	24	2204	593346	26	5	5570	589980	0	5	2204	593346	0
7	10	5	5575	589975	18	24	2204	593346	26	5	5571	589979	0	5	2204	593346	0
7	50	5	5575	589975	18	24	2204	593346	26	5	5570	589980	0	5	2205	593345	0
7	100	5	5575	589975	18	24	2204	593346	26	5	5570	589980	0	5	2205	593345	0
7	500	5	5575	589975	18	24	2204	593346	26	5	5572	589978	0	5	2206	593344	0
7	5000	5	5575	589975	18	24	2204	593346	26	5	5576	589974	0	5	2213	593337	0
7	10000	5	5575	589975	18	24	2204	593346	26	5	5582	589968	0	5	2231	593319	0
8	0	3	5575	589975	18	24	2204	593346	26	4	5570	589980	1	4	2204	593346	1
8	10	3	5575	589975	18	24	2204	593346	26	4	5571	589979	1	4	2206	593344	1
8	50	3	5575	589975	18	24	2204	593346	26	4	5570	589980	1	4	2204	593346	1
8	100	3	5575	589975	18	24	2204	593346	26	4	5570	589980	1	3	2204	593346	2
8	500	3	5575	589975	18	24	2204	593346	26	4	5572	589978	1	3	2205	593345	2
8	5000	3	5575	589975	18	24	2204	593346	26	4	5573	589977	1	3	2213	593337	2
8	10000	3	5575	589975	18	24	2204	593346	26	4	5569	589981	1	3	2226	593324	2
9	0	4	5575	589975	18	24	2204	593346	26	4	5570	589980	1	4	2204	593346	1
9	10	4	5575	589975	18	24	2204	593346	26	4	5570	589980	1	4	2204	593346	1
9	50	4	5575	589975	18	24	2204	593346	26	4	5570	589980	1	4	2205	593345	1
9	100	4	5575	589975	18	24	2204	593346	26	4	5570	589980	1	4	2204	593346	1
9	500	4	5575	589975	18	24	2204	593346	26	4	5572	589978	1	3	2204	593346	2
9	5000	4	5575	589975	18	24	2204	593346	26	4	5570	589980	1	3	2214	593336	2
9	10000	4	5575	589975	18	24	2204	593346	26	4	5578	589972	1	3	2221	593329	2
10	0	32	5575	589975	18	24	2204	593346	26	44	5570	589980	6	35	2204	593346	15
10	10	32	5575	589975	18	24	2204	593346	26	44	5570	589980	6	35	2204	593346	15
10	50	32	5575	589975	18	24	2204	593346	26	42	5572	589978	8	33	2205	593345	17
10	100	32	5575	589975	18	24	2204	593346	26	40	5574	589976	10	30	2204	593346	20
10	500	30	5575	589975	18	24	2204	593346	26	40	5575	589975	12	30	2206	593344	22
10	5000	32	5575	589975	18	24	2204	593346	26	35	5584	589966	15	28	2216	593334	22
10	10000	32	5575	589975	18	24	2204	593346	26	35	5582	589968	15	28	2225	593325	22
0	0	2	7595	587955	6	33	2759	592791	17	2	7578	587972	3	2	2759	592791	3
0	10	2	7595	587955	6	33	2759	592791	17	2	7578	587972	3	2	2759	592791	3
0	50	2	7595	587955	6	33	2759	592791	17	2	7578	587972	3	2	2761	592789	3
0	100	2	7595	587955	6	33	2759	592791	17	2	7579	587971	3	2	2761	592789	3
0	500	2	7595	587955	6	33	2759	592791	17	2	7577	587973	3	2	2760	592790	3
0	5000	2	7595	587955	6	33	2759	592791	17	2	7578	587972	3	1	2773	592777	4
0	10000	2	7595	587955	6	33	2759	592791	17	2	7577	587973	3	1	2782	592768	4
1	0	5	7595	587955	6	33	2759	592791	17	5	7578	587972	0	5	2759	592791	0
1	10	5	7595	587955	6	33	2759	592791	17	5	7578	587972	0	5	2760	592790	0
1	50	5	7595	587955	6	33	2759	592791	17	5	7583	587967	0	5	2760	592790	0
1	100	5	7595	587955	6	33	2759	592791	17	5	7581	587969	0	5	2759	592791	0
1	500	5	7595	587955	6	33	2759	592791	17	5	7575	587975	0	5	2765	592785	0
1	5000	5	7595	587955	6	33	2759	592791	17	5	7577	587973	0	5	2777	592773	0
1	10000	5	7595	587955	6	33	2759	592791	17	5	7573	587977	0	5	2788	592762	0
2	0	5	7595	587955	6	33	2759	592791	17	5	7578	587972	0	5	2759	592791	0
2	10	5	7595	587955	6	33	2759	592791	17	5	7578	587972	0	5	2759	592791	0
2	50	5	7595	587955	6	33	2759	592791	17	5	7578	587972	0	5	2759	592791	0
2	100	5	7595	587955	6	33	2759	592791	17	5	7577	587973	0	5	2760	592790	0
2	500	5	7595	587955	6	33	2759	592791	17	5	7580	587970	0	5	2761	592789	0
2	5000	5	7595	587955	6	33	2759	592791	17	5	7581	587969	0	5	2778	592772	0
2	10000	5	7595	587955	6	33	2759	592791	17	5	7577	587973	0	5	2796	592754	0
3	0	3	7595	587955	6	33	2759	592791	17	4	7578	587972	1	4	2759	592791	1
3	10	3	7595	587955	6	33	2759	592791	17	4	7580	587970	1	3	2760	592790	2
3	50	3	7595	587955	6	33	2759	592791	17	3	7579	587971	2	3	2760	592790	2
3	100	3	7595	587955	6	33	2759	592791	17	3	7579	587971	2	3	2760	592790	2
3	500	3	7595	587955	6	33	2759	592791	17	3	7578	587972	2	3	2762	592788	2
3	5000	3	7595	587955	6	33	2759	592791	17	3	7574	587976	2	3	2779	592771	2
3	10000	3	7595	587955	6	33	2759	592791	17	3	7573	587977	2	3	2799	592751	2
